imdbvote,year,runtime,imdb_id,plot,languages,released,title,imdbrating,countries
65786,1987,128,tt0093191,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,"['German', 'English', 'French', 'Turkish', 'Hebrew', 'Spanish', 'Japanese']",1988-05-06,Wings of Desire,8.0,"['West Germany', 'France']"
160688,1949,93,tt0041959,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","['English', 'German', 'Russian']",1949-10-12,The Third Man,8.1,['UK']
1036661,1990,146,tt0099685,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.","['English', 'Italian']",1990-09-21,Goodfellas,8.7,['USA']
799115,1979,117,tt0078748,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",['English'],1979-06-22,Alien,8.4,"['UK', 'USA']"
164325,1992,81,tt0106308,"A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home.",['English'],1993-02-19,Army of Darkness,7.5,['USA']
48735,1988,168,tt0095250,"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.","['French', 'English', 'Italian']",1988-08-19,The Big Blue,7.6,"['France', 'Italy']"
114802,1985,162,tt0089881,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",['Japanese'],1985-06-01,Ran,8.2,"['Japan', 'France']"
46062,1989,111,tt0097202,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,"['Cantonese', 'Mandarin', 'Japanese']",1990-09-01,The Killer,7.8,['Hong Kong']
611858,1960,109,tt0054215,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",['English'],1960-09-08,Psycho,8.5,['USA']
185376,1980,133,tt0080455,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",['English'],1980-06-20,The Blues Brothers,7.9,['USA']
1146672,1974,202,tt0071562,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.","['English', 'Italian', 'Spanish', 'Latin', 'Sicilian']",1974-12-18,The Godfather: Part II,9.0,['USA']
683565,1987,116,tt0093058,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"['English', 'Vietnamese']",1987-07-10,Full Metal Jacket,8.3,"['UK', 'USA']"
31921,1989,23,tt0104361,"Wallace takes a break from trying to decide on a holiday destination only to find he has no cheese for his crackers. The solution to both problems is a trip to the moon, with dog Gromit, because everybody knows the moon's made of cheese.",['English'],1990-05-18,A Grand Day Out,7.8,"['UK', 'USA', 'Ireland']"
28482,1989,137,tt0097499,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.","['English', 'French']",1989-11-08,Henry V,7.5,['UK']
373264,1984,160,tt0086879,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.","['English', 'Italian', 'Latin', 'German']",1984-09-19,Amadeus,8.3,"['USA', 'France', 'Czechoslovakia', 'Italy']"
35443,1952,129,tt0045061,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.","['English', 'Irish']",1952-09-14,The Quiet Man,7.7,"['USA', 'Ireland']"
316104,1984,229,tt0087843,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","['English', 'Italian', 'French', 'Yiddish', 'Hebrew']",1984-06-01,Once Upon a Time in America,8.4,"['Italy', 'USA']"
326193,1980,129,tt0081398,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",['English'],1980-12-19,Raging Bull,8.2,['USA']
253669,1977,93,tt0075686,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.","['English', 'German']",1977-04-20,Annie Hall,8.0,['USA']
56656,1983,193,tt0086197,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.","['English', 'Russian']",1984-02-17,The Right Stuff,7.8,['USA']
119438,1979,162,tt0079944,A guide leads two men through an area known as the Zone to find a room that grants wishes.,['Russian'],1980-04-17,Stalker,8.2,['Soviet Union']
235141,1981,149,tt0082096,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",['German'],1982-02-10,Das Boot,8.3,['West Germany']
244793,1973,129,tt0070735,Two grifters team up to pull off the ultimate con.,['English'],1973-12-25,The Sting,8.3,['USA']
71673,1971,91,tt0067185,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",['English'],1971-12-20,Harold and Maude,7.9,['USA']
9322,1990,107,tt0103130,"After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman.",['English'],1991-09-20,Trust,7.3,"['UK', 'USA']"
167983,1957,96,tt0050976,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","['Swedish', 'Latin']",1958-10-13,The Seventh Seal,8.2,['Sweden']
22014,1983,111,tt0085859,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.","['English', 'Russian', 'Japanese']",1983-03-17,Local Hero,7.4,['UK']
804970,1984,107,tt0088247,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.","['English', 'Spanish']",1984-10-26,The Terminator,8.0,"['UK', 'USA']"
91944,1992,104,tt0103873,"A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.","['English', 'Spanish']",1993-02-12,Dead Alive,7.5,['New Zealand']
124977,1989,122,tt0097441,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",['English'],1990-02-16,Glory,7.8,['USA']
20989,1990,117,tt0100519,Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.,['English'],1991-02-08,Rosencrantz & Guildenstern Are Dead,7.4,"['UK', 'USA']"
132843,1979,96,tt0079522,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,['English'],1979-04-25,Manhattan,7.9,['USA']
127052,1990,115,tt0100150,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","['English', 'Italian', 'Irish', 'Yiddish']",1990-10-05,Miller's Crossing,7.7,['USA']
433392,1989,128,tt0097165,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,"['English', 'Latin']",1989-06-09,Dead Poets Society,8.1,['USA']
255970,1967,106,tt0061722,A disillusioned college graduate finds himself torn between his older lover and her daughter.,['English'],1967-12-21,The Graduate,8.0,['USA']
99359,1958,95,tt0052311,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.","['English', 'Spanish']",1958-05-09,Touch of Evil,8.0,['USA']
68023,1990,117,tt0100263,"Convicted felon Nikita, instead of going to jail, is given a new identity and trained, stylishly, as a top secret spy/assassin.","['French', 'Italian', 'English']",1991-04-01,Nikita,7.3,"['France', 'Italy']"
205969,1957,161,tt0050212,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.","['English', 'Japanese', 'Thai']",1957-12-14,The Bridge on the River Kwai,8.1,"['UK', 'USA']"
110504,1963,138,tt0056801,A harried movie director retreats into his memories and fantasies.,"['Italian', 'French', 'English', 'German']",1963-06-24,8½,8.0,"['Italy', 'France']"
298568,1974,130,tt0071315,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.","['English', 'Cantonese', 'Spanish']",1974-06-20,Chinatown,8.1,['USA']
76737,1951,92,tt0043456,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,"['English', 'French', 'Hindi', 'Russian']",1951-12-25,The Day the Earth Stood Still,7.7,['USA']
115827,1948,126,tt0040897,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,"['English', 'Spanish']",1948-01-24,The Treasure of the Sierra Madre,8.2,"['USA', 'Mexico']"
44432,1987,91,tt0092610,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,"['English', 'Maori']",1989-06-21,Bad Taste,6.6,['New Zealand']
56009,1933,69,tt0023969,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,['English'],1933-11-17,Duck Soup,7.8,['USA']
41838,1985,97,tt0088794,"After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. Filled with the wildest teen nightmares.",['English'],1985-10-11,Better Off Dead...,7.1,['USA']
914386,1980,146,tt0081505,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",['English'],1980-06-13,The Shining,8.4,"['UK', 'USA']"
367658,1986,89,tt0092005,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",['English'],1986-08-22,Stand by Me,8.1,['USA']
145557,1931,99,tt0022100,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",['German'],1931-08-31,M,8.3,['Germany']
149842,1987,84,tt0092991,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,"['English', 'Latin']",1987-03-13,Evil Dead II,7.8,['USA']
